ID,Catched_time,Instrument,Sent_channel,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
1889823464,2023-12-27 10:58,IOTA/USDT,MONITOR bot chenel,⏫LONG, до 25х,Cross,1) по рынку (0.286-0.277) 2) лимитный ордер 0.272  по рынку (0.286-0.277)  0.2885  лимитный ордер 0.272  0.3, 0.25,1) 0.2885 2) 0.3 3) 0.33 4) 0.37  по рынку (0.286-0.277)  0.2885  лимитный ордер 0.272  0.3  0.33 ) 0.37
1889823464,2023-12-29 09:02,WLD/USDT,MONITOR bot chenel,⏫LONG, до 25х,Cross,1) по рынку (3.6-3.5) 2) лимитный ордер 3.4  по рынку (3.6-3.5)  3.63  лимитный ордер 3.4  3.75, 3.28,1) 3.63 2) 3.75 3) 3.99 4) 4.53  по рынку (3.6-3.5)  3.63  лимитный ордер 3.4  3.75  3.99 ) 4.53
1889823464,2024-01-02 15:02,OP/USDT,MONITOR bot chenel,⏫LONG, до 50х,Cross,1) по рынку (3.8-3.7) 2) лимитный ордер 3.6  по рынку (3.8-3.7)  3.94  лимитный ордер 3.6  4.11, 3.4,1) 3.94 2) 4.11 3) 4.41 4) 5.06  по рынку (3.8-3.7)  3.94  лимитный ордер 3.6  4.11  4.41 .11 .41 ) 5.06
1889823464,2024-01-03 16:22,ETH/USDT,MONITOR bot chenel,⏫LONG, до 100x,Cross,1) по рынку (2240-2190) 2) лимитный ордер 2120  по рынку (2240-2190)  2280  лимитный ордер 2120  2367, 2040,1) 2280 2) 2367 3) 2518 4) 2826  по рынку (2240-2190)  2280  лимитный ордер 2120  2367  2518 0-2190) ) 2826 040
1889823464,2024-01-04 12:25,AVAX/USDT,MONITOR bot chenel,⏫LONG, до 50x,Cross,1) по рынку (36.8-37.5) 2) лимитный ордер 36.17  по рынку (36.8-37.5)  38.6  лимитный ордер 36.17  40.5, 35.1,1) 38.6 2) 40.5 3) 42.4 4) 46.6  по рынку (36.8-37.5)  38.6  лимитный ордер 36.17  40.5  42.4 0.5 2.4 ) 46.6
1889823464,2024-01-05 15:34,LTC/USDT,MONITOR bot chenel,⏫LONG, до 50x,Cross,1) по рынку (65-63.5) 2) лимитный ордер 60.2  по рынку (65-63.5)  71.3  лимитный ордер 60.2  79.5, 53.7,1) 71.3 2) 79.5 3) 95.9 4) 115.1  по рынку (65-63.5)  71.3  лимитный ордер 60.2  79.5  95.9 ) 115.1
1889823464,2024-01-08 11:16,DOT/USDT,MONITOR bot chenel,⏫LONG, до 50x,Cross, 7.18  7.64, на ваше усмотрение,1) 7.18 2) 7.64 3) 9.12  7.18  7.64  9.12
1889823464,2024-01-21 14:47,ENS/USDT,MONITOR bot chenel,⏫LONG, до 25,Cross,1) по рынку (19.45-18.9)   по рынку (19.45-18.9)   19.59  19.98, 18.2,1) 19.59 2) 19.98 3) 21.11 4) 26.25  по рынку (19.45-18.9)   19.59  19.98  21.11 5-18.9)  ) 26.25
1889823464,2024-01-22 11:28,BNB/USDT,MONITOR bot chenel,⏫LONG, до 50,Cross,1) по рынку (314-310)  2) лимитный ордер 291  по рынку (314-310)   319  лимитный ордер 291  337.4, 285,1) 319 2) 337.4 3) 351 4) 413  по рынку (314-310)   319  лимитный ордер 291  337.4  351 -310)  ) 413
1889823464,2024-01-24 10:51,ARB/USDT,TEST bot chenel,⏫LONG, до 50,Cross,1) по рынку (1.715-1.64) 2) лимитный ордер 1.59  по рынку (1.715-1.64)  1.763  лимитный ордер 1.59  1.865, 1.54,1) 1.763 2) 1.865 3) 2.035 4) 2.41  по рынку (1.715-1.64)  1.763  лимитный ордер 1.59  1.865  2.035 ) по рынку (1.715-1.64) ) 2.41
1889823464,2024-02-10 07:14,DYDX/USDT,MONITOR bot chenel,⏫Long, 25 ,Cross, *тут*,-30% -60%,50% 🔥🚀
1889823464,2024-02-11 13:00,LTC/USDT,MONITOR bot chenel,⏫LONG, до 60,Cross,1) по рынку 72-71 2) лимитный ордер 66.5  по рынку 72-71  72.9  лимитный ордер 66.5  76, 63.1,1) 72.9 2) 76 3) 82.7 4) 94.3 5) 115  по рынку 72-71  72.9  лимитный ордер 66.5  76  82.7 ) 94.3
1889823464,2024-02-12 14:35,ATOM/USDT,MONITOR bot chenel,⏫LONG, до 75,Cross,1) по рынку 9.62-9.45 2) лимитный ордер 9.3  по рынку 9.62-9.45  9.78  лимитный ордер 9.3  10.09, 8.63,1) 9.78 2) 10.09 3) 10.57 4) 10.95 5) 11.75  по рынку 9.62-9.45  9.78  лимитный ордер 9.3  10.09  10.57 5 ) 10.95
1889823464,2024-02-13 13:46,GMX/USDT,MONITOR bot chenel,⏫LONG, до 75,Cross,1) по рынку 42.3 - 41.8 2) лимитный ордер 40.7  по рынку 42.3 - 41.8  43.95  лимитный ордер 40.7  45.45, 39.0,1) 43.95 2) 45.45 3) 47.1 4) 53.7  по рынку 42.3 - 41.8  43.95  лимитный ордер 40.7  45.45  47.1 2.3 - 41.8 0.7 3.95 5.45 7.1 ) 53.7
1889823464,2024-02-14 13:58,GMX/USDT,MONITOR bot chenel,⏫LONG, до 75,Cross,1) по рынку 42.3 - 41.8 2) лимитный ордер 40.7  по рынку 42.3 - 41.8  43.95  лимитный ордер 40.7  45.45, 39.0,1) 43.95 2) 45.45 3) 47.1 4) 53.7  по рынку 42.3 - 41.8  43.95  лимитный ордер 40.7  45.45  47.1 2.3 - 41.8 0.7 3.95 5.45 7.1 ) 53.7
